,id,tag
3289,12085,Biotechnology
3290,12084,Air Taxis
3291,12084,Drones
3292,12084,Airplanes
3293,12083,Transportation
3294,12083,ClimateTech
3295,12082,Consumer
3296,12082,Travel
3297,12082,Social
3298,12082,Subscriptions
3299,12080,SaaS
3300,12080,IoT
3301,12080,Computer Vision
3302,12077,Medical Devices
3303,12074,Fintech
3304,12074,LegalTech
3305,12071,Augmented Reality
3306,12070,Developer Tools
3307,12070,DevSecOps
3308,12070,SaaS
3309,12067,Medical Devices
3310,12067,Digital Health
3311,12067,Telemedicine
3312,12067,Diagnostics
3313,12067,Primary Care
3314,12065,Travel
3315,12063,SaaS
3316,12063,B2B
3317,12062,Social
3318,12062,Location-based
3319,12057,Marketplace
3320,12057,Recruiting
3321,12056,Drug Delivery
3322,12056,Therapeutics
3323,12053,Developer Tools
3324,12053,Hardware
3325,12053,B2B
3326,12046,Biotech
3327,12043,Fintech
3328,12043,SaaS
3329,12043,Payments
3330,12043,Construction
3331,12043,AI
3332,12042,Artificial Intelligence
3333,12042,Marketplace
3334,12042,Healthcare IT
3335,12039,Developer Tools
3336,12039,DevSecOps
3337,12039,IoT Security
3338,12037,Developer Tools
3339,12037,Design Tools
3340,12036,Health Tech
3341,12036,Biotech
3342,12036,Genomics
3343,12035,Human Resources
3344,12035,B2B
3345,12035,Recruiting
3346,12032,Developer Tools
3347,12032,SaaS
3348,12032,B2B
3349,12032,Open Source
3350,12032,Kubernetes
3351,12020,Marketplace
3352,12020,Delivery
3353,12020,Food & Beverage
3354,12012,Hard Tech
3355,12012,Small Modular Reactors
3356,12012,Medical Devices
3357,12010,Autonomous Trucking
3358,12010,SaaS
3359,12010,B2B
3360,12010,Logistics
3361,12006,Artificial Intelligence
3362,12006,Insurance
3363,12005,SaaS
3364,12005,B2B
3365,12005,Sales
3366,12005,Video
3367,12005,AI
3368,12003,Developer Tools
3369,12003,B2B
3370,11995,Fintech
3371,11995,Marketplace
3372,11995,B2B
3373,11995,Cannabis
3374,11995,Analytics
3375,11994,Artificial Intelligence
3376,11994,Deep Learning
3377,11994,Generative AI
3378,11994,Machine Learning
3379,11994,B2B
3380,11993,Weather
3381,11993,Insurance
3382,11992,Machine Learning
3383,11992,API
3384,11991,Telecommunications
3385,11988,Finance
3386,11988,Agriculture
3387,11986,Artificial Intelligence
3388,11986,Apparel
3389,11986,Fashion
3390,11986,AI
3391,11984,SaaS
3392,11984,Productivity
3393,11984,Collaboration
3394,11983,Fintech
3395,11983,SaaS
3396,11983,B2B
3397,11981,Gaming
3398,11979,CRISPR
3399,11979,Cell Therapy
3400,11979,Drug discovery
3401,11978,Marketing
3402,11977,Medical Devices
3403,11977,Healthcare
3404,11977,Cybersecurity
3405,11976,Neurotechnology
3406,11976,Health Tech
3407,11976,Digital Health
3408,11976,AI
3409,11975,SaaS
3410,11975,B2B
3411,11974,E-Commerce
3412,11974,Cannabis
3413,11969,SaaS
3414,11969,E-commerce
3415,11968,Vertical Farming
3416,11968,Consumer
3417,11968,Subscriptions
3418,11968,Supply Chain
3419,11968,Food Tech
3420,11967,SaaS
3421,11967,B2B
3422,11967,Compliance
3423,11967,HR Tech
3424,11963,Video
3425,11962,Payments
3426,11962,Security
3427,11961,Robotic Process Automation
3428,11961,Robotics
3429,11961,Computer Vision
3430,11960,B2B
3431,11960,Analytics
3432,11960,Enterprise
3433,11959,Productivity
3434,11959,Scheduling
3435,11956,B2B
3436,11956,Legal
3437,11948,Crowdsourcing
3438,11948,Data Labeling
3439,11948,AI
3440,11946,Developer Tools
3441,11946,Hard Tech
3442,11946,B2B
3443,11946,Gaming
3444,11946,API
3445,11944,Marketplace
3446,11944,IoT
3447,11943,Trading
3448,11941,Marketplace
3449,11941,Housing
3450,11941,Community
3451,11940,Fintech
3452,11940,Consumer
3453,11936,Carbon Capture and Removal
3454,11936,Machine Learning
3455,11936,Climate
3456,11935,Warehouse Management Tech
3457,11935,B2B
3458,11935,AI
3459,11934,Consumer
3460,11934,Logistics
3461,11934,Supply Chain
3462,11934,Food Tech
3463,11934,Retail
3464,11932,Consumer
3465,11932,Community
3466,11932,Subscriptions
3467,11927,Payments
3468,11927,E-Commerce
3469,11926,Banking as a Service
3470,11926,Fintech
3471,11925,Alternative Battery Tech
3472,11925,Hardware
3473,11925,Alternative Fuels
3474,11925,Climate
3475,11924,Artificial Intelligence
3476,11924,SaaS
3477,11924,eLearning
3478,11924,Productivity
3479,11924,Sales
3480,11922,Medical Robotics
3481,11919,Robotics
3482,11919,Retail Tech
3483,11895,Deep Learning
3484,11895,IoT
3485,11895,Computer Vision
3486,1898,Artificial Intelligence
3487,1898,Machine Learning
3488,1898,SaaS
3489,12391,Real Estate
3490,12391,Housing
3491,12372,Sports Tech
3492,12372,Gaming
3493,12366,Fintech
3494,12366,Consumer
3495,12366,Health Insurance
3496,12344,Fintech
3497,12344,Real Estate
3498,12275,Industrial Workplace Safety
3499,12275,SaaS
3500,12271,Generative AI
3501,12271,Computer Vision
3502,12271,E-commerce
3503,12271,AI
3504,12260,Machine Learning
3505,12260,SaaS
3506,12260,LegalTech
3507,12241,Climate
3508,12241,Cultivated Meat
3509,12239,Developer Tools
3510,12239,Productivity
3511,12238,Finance
3512,12238,India
3513,12078,Team Collaboration
3514,12078,Collaboration
3515,12038,Smart Home Assistants
3516,12038,IoT
3517,12034,Artificial Intelligence
3518,12031,Payments
3519,12031,Infrastructure
3520,12009,Developer Tools
3521,12009,Design Tools
3522,12002,Education
3523,12002,SaaS
3524,11985,Education
3525,11985,SaaS
3526,11972,SaaS
3527,11972,Proptech
3528,11972,Enterprise
3529,11966,Artificial Intelligence
3530,11966,SaaS
3531,11966,B2B
3532,11965,Developer Tools
3533,11965,SaaS
3534,11965,B2B
3535,11938,Fintech
3536,11938,Investments
3537,11931,SaaS
3538,11931,Geographic Information System
3539,11928,Restaurant Tech
3540,11928,CRM
3541,11921,Security
3542,11921,Cybersecurity
3543,12415,Machine Learning
3544,12415,Genomics
3545,12387,Real Estate
3546,12362,Marketplace
3547,12284,Social
3548,12284,Social Network
3549,12277,AI-Enhanced Learning
3550,12277,Artificial Intelligence
3551,12277,Education
3552,12277,Productivity
3553,12265,Artificial Intelligence
3554,12265,Cybersecurity
3555,12265,Enterprise
3556,12258,Analytics
3557,12258,Data Engineering
3558,12252,Genomics
3559,12090,Sleep Tech
3560,12079,Digital Health
3561,12079,Healthcare
3562,12079,Telemedicine
3563,12073,Fintech
3564,12073,SaaS
3565,12073,B2B
3566,12072,Education
3567,12072,Careers
3568,12068,Fintech
3569,12068,Marketplace
3570,12068,SaaS
3571,12047,Quantum Computing
3572,12045,Productivity
3573,12045,Collaboration
3574,12045,Sales Enablement
3575,12041,Retail Tech
3576,12033,E-Commerce
3577,12033,Fashion
3578,12015,Artificial Intelligence
3579,12015,NLP
3580,12013,Artificial Intelligence
3581,12013,Gaming
3582,12011,AI-powered Drug Discovery
3583,12004,Delivery
3584,12004,Food
3585,12004,Reviews
3586,11990,Travel
3587,11982,Customer Success
3588,11982,Team Collaboration
3589,11971,Batteryless IoT Sensors
3590,11971,Hardware
3591,11964,SaaS
3592,11964,Finance
3593,11964,E-commerce
3594,11957,Climate
3595,11957,Renewable Energy
3596,11955,Data Engineering
3597,11954,SaaS
3598,11954,B2B
3599,11954,Community
3600,11949,Air Taxis
3601,11949,Commercial Space Launch
3602,11949,Hardware
3603,11949,Sustainable Tourism
3604,11949,Space Exploration
3605,11942,SaaS
3606,11942,Augmented Reality
3607,11942,Navigation
3608,11939,Gaming
3609,11930,Consumer Health Services
3610,11930,Telemedicine
3611,11923,Community
3612,12565,B2B
3613,12565,Logistics
3614,27271,Media
3615,27271,Careers
3616,22571,Metaverse
3617,12941,Genomics
3618,12941,Therapeutics
3619,12941,Drug discovery
3620,12911,Consumer
3621,12903,Grocery
3622,12903,Consumer
3623,12903,Delivery
3624,12903,Logistics
3625,12903,E-commerce
3626,12897,Fintech
3627,12897,E-commerce
3628,12878,SaaS
3629,12878,Procurement
3630,12877,Commercial Space Launch
3631,12877,Hard Tech
3632,12877,Space Exploration
3633,12876,Developer Tools
3634,12875,Marketplace
3635,12867,Cloud Computing
3636,12865,Industrial Workplace Safety
3637,12865,Analytics
3638,12865,Manufacturing
3639,12865,Industrial
3640,12863,Artificial Intelligence
3641,12863,Generative AI
3642,12863,SaaS
3643,12863,B2B
3644,12863,Collaboration
3645,12862,Developer Tools
3646,12862,SaaS
3647,12862,B2B
3648,12862,Analytics
3649,12861,Biotech
3650,12860,Developer Tools
3651,12860,Machine Learning
3652,12857,Developer Tools
3653,12857,SaaS
3654,12856,Crypto / Web3
3655,12855,Messaging
3656,12855,Marketing
3657,12855,Automation
3658,12854,Consumer Health Services
3659,12854,Health Tech
3660,12851,Artificial Intelligence
3661,12851,NLP
3662,12850,Construction
3663,12850,B2B
3664,12850,Delivery
3665,12850,Logistics
3666,12850,Electric Vehicles
3667,12848,Developer Tools
3668,12848,SaaS
3669,12848,Design Tools
3670,12847,Marketplace
3671,12847,Proptech
3672,12846,Artificial Intelligence
3673,12846,Deep Learning
3674,12846,Computer Vision
3675,12845,Developer Tools
3676,12845,SaaS
3677,12845,B2B
3678,12843,Fintech
3679,12842,SaaS
3680,12842,GovTech
3681,12842,B2B
3682,12841,Fintech
3683,12841,Latin America
3684,12839,Fintech
3685,12838,Carbon Capture and Removal
3686,12838,Hard Tech
3687,12838,Hardware
3688,12838,Climate
3689,12838,ClimateTech
3690,12837,Civic Tech
3691,12837,Nonprofit
3692,12836,Marketplace
3693,12836,Logistics
3694,12834,Fintech
3695,12834,Payments
3696,12833,Mental Health Tech
3697,12833,Consumer Health Services
3698,12832,Machine Learning
3699,12830,Grocery
3700,12830,Supply Chain
3701,12829,Fintech
3702,12821,Analytics
3703,12821,Enterprise
3704,12797,Enterprise
3705,12769,Education
3706,12769,Media
3707,12768,Virtual Reality
3708,12768,Gaming
3709,12768,Social
3710,12760,Fintech
3711,12760,Payments
3712,12738,Artificial Intelligence
3713,12727,Finance
3714,12723,Social Media
3715,12711,Sustainable Fashion
3716,12711,Consumer
3717,12711,E-commerce
3718,12711,Supply Chain
3719,12705,Climate
3720,12705,Energy
3721,12705,ClimateTech
3722,12700,Social Network
3723,12682,Hardware
3724,12682,SaaS
3725,12682,Collaboration
3726,12677,AI-Enhanced Learning
3727,12677,Climate
3728,12677,Mining
3729,12675,Developer Tools
3730,12675,Open Source
3731,12674,Education
3732,12674,Remote
3733,12666,Hard Tech
3734,12666,Nanotechnology
3735,12666,Advanced Materials
3736,12664,Genomics
3737,12664,Nanotechnology
3738,12663,Biotech
3739,12663,Genomics
3740,12663,Drug discovery
3741,12662,Recruiting
3742,12662,Healthcare
3743,12661,Developer Tools
3744,12661,Fintech
3745,12661,B2B
3746,12660,Artificial Intelligence
3747,12660,Developer Tools
3748,12660,Generative AI
3749,12660,Machine Learning
3750,12660,Gaming
3751,12659,B2B
3752,12659,Workflow Automation
3753,12659,Recruiting
3754,12659,HR Tech
3755,12659,Talent Acquisition
3756,12653,Consumer Health Services
3757,12653,Digital Health
3758,12648,Recruiting
3759,12648,Legal
3760,12648,LegalTech
3761,12647,DeFi
3762,12647,Crypto / Web3
3763,12646,Construction
3764,12645,Consumer Health Services
3765,12645,Telehealth
3766,12645,Pediatrics
3767,12643,Education
3768,12643,Emerging Markets
3769,12642,SaaS
3770,12642,Cannabis
3771,12641,Hardware
3772,12641,Housing
3773,12641,Proptech
3774,12640,Hardware
3775,12640,Community
3776,12640,Kubernetes
3777,12639,Marketplace
3778,12639,SaaS
3779,12639,Proptech
3780,12637,Developer Tools
3781,12637,SaaS
3782,12637,Open Source
3783,12632,Artificial Intelligence
3784,12632,Medical Robotics
3785,12632,Augmented Reality
3786,12631,Education
3787,12631,Fintech
3788,12626,SaaS
3789,12626,Human Resources
3790,12626,Immigration
3791,12625,Fintech
3792,12625,Real Estate
3793,12623,Hardware
3794,12623,GovTech
3795,12623,Radar
3796,12622,Hard Tech
3797,12622,Robotics
3798,12622,Food & Beverage
3799,12622,AI
3800,12621,Hardware
3801,12621,Climate
3802,12621,Renewable Energy
3803,12619,Mental Health Tech
3804,12619,Sleep Tech
3805,12619,Consumer Health Services
3806,12618,Developer Tools
3807,12618,SaaS
3808,12618,Open Source
3809,12615,Developer Tools
3810,12615,DevSecOps
3811,12615,"Security Orchestration, Automation and Response (SOAR)"
3812,12615,Security
3813,12615,Open Source
3814,12614,Artificial Intelligence
3815,12614,Biotech
3816,12614,Healthcare
3817,12614,Drug discovery
3818,12612,AIOps
3819,12612,Marketplace
3820,12611,Deep Learning
3821,12611,Hardware
3822,12611,Medical Devices
3823,12609,Fintech
3824,12609,Machine Learning
3825,12609,AI
3826,12608,Fintech
3827,12608,Machine Learning
3828,12608,Crypto / Web3
3829,12608,Data Engineering
3830,12600,Real Estate
3831,12600,Insurance
3832,12598,Analytics
3833,12598,Big Data
3834,12598,Data Engineering
3835,12597,Robotics
3836,12597,Drones
3837,12597,Manufacturing
3838,12597,Aerospace
3839,12597,Self-Driving Vehicles
3840,12585,Marketplace
3841,12582,Health Tech
3842,12582,Workflow Automation
3843,12582,Digital Health
3844,12582,Healthcare
3845,12582,Healthcare IT
3846,12578,E-commerce
3847,12578,Apparel
3848,12578,Fashion
3849,12575,Fintech
3850,12575,SaaS
3851,12575,B2B
3852,12574,Grocery
3853,12574,Marketplace
3854,12574,E-commerce
3855,12574,Food & Beverage
3856,12574,Advertising
3857,12572,Machine Learning
3858,12572,Marketplace
3859,12572,E-commerce
3860,12564,Education
3861,12560,Fintech
3862,12560,SaaS
3863,12555,Consumer Health Services
3864,12554,Fertility Tech
3865,12554,Consumer Health Services
3866,12554,Digital Health
3867,12554,Healthcare
3868,12554,Health & Wellness
3869,12553,Artificial Intelligence
3870,12553,Sports Tech
3871,12553,Consumer
3872,12553,Fitness
3873,12553,Health & Wellness
3874,12550,Artificial Intelligence
3875,12550,Generative AI
3876,12550,B2B
3877,12550,NLP
3878,12550,AI
3879,12549,Artificial Intelligence
3880,12549,Data Engineering
3881,12549,AI Assistant
3882,12548,E-commerce
3883,12547,Fintech
3884,12547,Marketplace
3885,12547,Payments
3886,12547,Construction
3887,12547,Payroll
3888,12546,Gaming
3889,12546,Metaverse
3890,12545,Fintech
3891,12545,SaaS
3892,12536,Entertainment
3893,12536,Marketing
3894,12536,Creator Economy
3895,12536,AI
3896,12536,AI Assistant
3897,12534,Developer Tools
3898,12534,Messaging
3899,12533,Fintech
3900,12533,Crypto / Web3
3901,12533,Real Estate
3902,12533,Investing
3903,12532,Health Tech
3904,12532,Finance
3905,12532,Digital Health
3906,12532,Enterprise Software
3907,12531,AI-powered Drug Discovery
3908,12531,Cellular Agriculture
3909,12531,Machine Learning
3910,12527,Marketplace
3911,12527,Collaboration
3912,12527,Marketing
3913,12527,Retail Tech
3914,12527,Retail
3915,12525,SaaS
3916,12525,Productivity
3917,12525,CRM
3918,12507,Generative AI
3919,12507,AI
3920,12504,Fintech
3921,12504,B2B
3922,12454,Education
3923,12425,SaaS
3924,12243,SaaS
3925,12240,Fintech
3926,12129,B2B
3927,12129,Recruiting
3928,12076,Consumer
3929,12076,Climate
3930,12040,Artificial Intelligence
3931,12040,SaaS
3932,12040,B2B
3933,12040,Restaurant Tech
3934,12040,Food Tech
3935,12008,Fintech
3936,12008,Remittances
3937,12008,Immigration
3938,12728,Logistics
3939,12728,India
3940,12710,SaaS
3941,12669,SaaS
3942,12669,B2B
3943,12669,Open Source
3944,12669,Data Engineering
3945,12655,Fintech
3946,12654,Payments
3947,12654,Identity
3948,12628,Developer Tools
3949,12628,SaaS
3950,12627,Fintech
3951,12627,SaaS
3952,12627,Real Estate
3953,12599,Fintech
3954,12591,SaaS
3955,12584,Analytics
3956,12580,Hardware
3957,12580,Neurotechnology
3958,12580,Medical Devices
3959,12573,Data Visualization
3960,12542,AI
3961,12530,SaaS
3962,12530,Food Tech
3963,12509,Developer Tools
3964,12509,SaaS
3965,12509,Analytics
3966,1880,Community
3967,1880,Recruiting
3968,12890,Developer Tools
3969,12890,SaaS
3970,12890,B2B
3971,12890,Design Tools
3972,12868,Insurance
3973,12868,Latin America
3974,12853,Fintech
3975,12853,Crypto / Web3
3976,12849,Restaurant Tech
3977,12849,API
3978,12849,Latin America
3979,12844,SaaS
3980,12844,B2B
3981,12835,Fintech
3982,12835,Crypto / Web3
3983,12741,SaaS
3984,12741,E-commerce
3985,12741,Retail
3986,12741,SMB
3987,12740,India
3988,12740,Podcasts
3989,12737,Edge Computing Semiconductors
3990,12737,Hardware
3991,12737,Open Source
3992,12737,AI
3993,12676,Developer Tools
3994,12658,Education
3995,12658,Fintech
3996,12657,Fertility Tech
3997,12657,Hardware
3998,12656,E-commerce
3999,12630,SaaS
4000,12630,Collaboration
4001,12629,India
4002,12624,Community
4003,12613,Developer Tools
4004,12613,Machine Learning
4005,12613,Robotic Process Automation
4006,12610,Artificial Intelligence
4007,12583,Productivity
4008,12583,Collaboration
4009,12579,Therapeutics
4010,12579,Drug discovery
4011,12571,Compliance
4012,12571,Privacy
4013,12571,Regtech
4014,12570,CRM
4015,12544,Social Network
4016,12541,Health Tech
4017,12526,Virtual Reality
4018,12526,Entertainment
4019,12526,Media
4020,12461,Fintech
4021,12461,SaaS
4022,12453,Education
4023,12453,Fintech
4024,12453,Crypto / Web3
4025,12452,SaaS
4026,11987,Real Estate
4027,11947,E-Commerce
4028,11947,Women's Health
4029,11947,Fashion
4030,11929,Construction
4031,11929,Housing
4032,11929,Proptech
4033,13208,Marketplace
4034,13208,E-commerce
4035,13673,Developer Tools
4036,13673,SaaS
4037,13673,B2B
4038,13672,Biotech
4039,13672,Genomics
4040,13671,Synthetic Biology
4041,13671,Biotech
4042,13627,Banking as a Service
4043,13627,Fintech
4044,13627,B2B
4045,13620,Gaming
4046,13620,eSports
4047,13616,AI-powered Drug Discovery
4048,13616,Quantum Computing
4049,13610,Fintech
4050,13610,SaaS
4051,13601,Biotech
4052,13601,Therapeutics
4053,13579,Developer Tools
4054,13579,Robotic Process Automation
4055,13579,Workflow Automation
4056,13573,Fintech
4057,13573,SaaS
4058,13573,B2B
4059,13572,Recruiting
4060,13572,HR Tech
4061,13570,SaaS
4062,13557,Fintech
4063,13557,SaaS
4064,13557,B2B
4065,13549,Developer Tools
4066,13549,Open Source
4067,13549,Data Engineering
4068,13548,Health Tech
4069,13548,Medical Devices
4070,13532,Synthetic Biology
4071,13532,Biotech
4072,13532,Climate
4073,13532,Agriculture
4074,13525,Machine Learning
4075,13525,IoT
4076,13525,Climate
4077,13525,Energy
4078,13524,Digital Freight Brokerage
4079,13523,Logistics
4080,13522,Artificial Intelligence
4081,13522,Machine Learning
4082,13522,Weather
4083,13522,Climate
4084,13522,AI
4085,13520,Marketplace
4086,13520,SaaS
4087,13520,B2B
4088,13519,API
4089,13519,AI
4090,13516,Consumer Health Services
4091,13512,B2B
4092,13512,Remote Work
4093,13511,SaaS
4094,13511,Housing
4095,13509,Marketplace
4096,13509,Social Network
4097,13508,Fintech
4098,13508,SaaS
4099,13508,B2B
4100,13508,Travel
4101,13506,Nanotechnology
4102,13505,SaaS
4103,13504,Documents
4104,13504,Deep Learning
4105,13504,Fintech
4106,13502,Workflow Automation
4107,13502,Productivity
4108,13502,Remote Work
4109,13500,Fintech
4110,13500,Neobank
4111,13499,Developer Tools
4112,13499,SMS
4113,13498,Artificial Intelligence
4114,13498,Banking as a Service
4115,13498,Digital Freight Brokerage
4116,13497,SaaS
4117,13497,B2B
4118,13497,Enterprise
4119,13495,Fintech
4120,13495,Consumer Finance
4121,13494,Marketplace
4122,13494,B2B
4123,13488,Health Tech
4124,13488,Latin America
4125,13485,Fintech
4126,13485,B2B
4127,13483,Developer Tools
4128,13483,Robotic Process Automation
4129,13483,B2B
4130,13482,Fintech
4131,13482,Payments
4132,13482,B2B
4133,13479,Robotics
4134,13477,Autonomous Delivery
4135,13477,Drones
4136,13476,Commercial Space Launch
4137,13476,Robotics
4138,13472,Machine Learning
4139,13472,Computer Vision
4140,13472,E-commerce
4141,13472,AI Assistant
4142,13471,Fintech
4143,13471,Marketplace
4144,13442,Biotech
4145,13442,Diagnostics
4146,13434,Nonprofit
4147,13430,Health Tech
4148,13430,Health & Wellness
4149,13415,Health Insurance
4150,13414,Developer Tools
4151,13414,Productivity
4152,13412,Fintech
4153,13412,India
4154,13412,Investing
4155,13408,Education
4156,13400,Recruiting
4157,13400,HR Tech
4158,13391,Fintech
4159,13391,India
4160,13391,Investing
4161,13389,Education
4162,13389,eLearning
4163,13389,India
4164,13372,B2B
4165,13372,E-commerce
4166,13372,Retail
4167,13353,Marketplace
4168,13353,SaaS
4169,13353,Recruiting
4170,13352,SaaS
4171,13352,B2B
4172,13352,Logistics
4173,13352,Supply Chain
4174,13352,Transportation
4175,13351,Hardware
4176,13351,Robotics
4177,13351,Health Tech
4178,13351,Medical Devices
4179,13351,Automation
4180,13350,India
4181,13350,Creator Economy
4182,13348,Artificial Intelligence
4183,13348,Construction
4184,13348,B2B
4185,13347,Marketplace
4186,13347,B2B
4187,13346,Vertical Farming
4188,13346,Agriculture
4189,13344,Artificial Intelligence
4190,13344,Generative AI
4191,13344,SaaS
4192,13344,B2B
4193,13344,AI
4194,13343,eLearning
4195,13343,India
4196,13343,Kids
4197,13335,Fintech
4198,13335,Social
4199,13335,India
4200,13335,Consumer Finance
4201,13335,Diversity & Inclusion
4202,13334,Developer Tools
4203,13334,SaaS
4204,13334,AI
4205,13334,AI Assistant
4206,13333,Fintech
4207,13333,SaaS
4208,13332,AI-powered Drug Discovery
4209,13332,Machine Learning
4210,13332,COVID-19
4211,13322,Compliance
4212,13322,Cybersecurity
4213,13321,Health Tech
4214,13321,Digital Health
4215,13321,API
4216,13321,Health & Wellness
4217,13320,B2B
4218,13320,Productivity
4219,13320,Sales
4220,13319,SaaS
4221,13319,Design Tools
4222,13319,Creator Economy
4223,13316,Consumer Health Services
4224,13316,Healthcare
4225,13316,Telemedicine
4226,13312,B2B
4227,13312,Open Source
4228,13311,SaaS
4229,13311,Security
4230,13309,Artificial Intelligence
4231,13309,Fintech
4232,13309,Finance
4233,13309,B2B
4234,13305,Fintech
4235,13305,SaaS
4236,13305,Travel
4237,13303,SaaS
4238,13303,B2B
4239,13302,Mobility
4240,13302,Electric Vehicles
4241,13273,Developer Tools
4242,13273,SaaS
4243,13273,B2B
4244,13273,AI
4245,13265,SaaS
4246,13265,API
4247,13242,SaaS
4248,13242,Analytics
4249,13242,API
4250,13242,Data Visualization
4251,13241,Marketplace
4252,13241,Human Resources
4253,13241,B2B
4254,13241,Entertainment
4255,13241,Creator Economy
4256,13240,Grocery
4257,13239,Developer Tools
4258,13239,SaaS
4259,13234,Developer Tools
4260,13234,SaaS
4261,13234,Kubernetes
4262,13233,Developer Tools
4263,13233,SaaS
4264,13233,B2B
4265,13233,Productivity
4266,13231,Security
4267,13231,Cybersecurity
4268,13231,Databases
4269,13227,SaaS
4270,13224,Artificial Intelligence
4271,13224,Education
4272,13218,B2B
4273,13218,AI
4274,13217,AI-powered Drug Discovery
4275,13217,Biotech
4276,13217,Therapeutics
4277,13217,Drug discovery
4278,13215,Fintech
4279,13215,Consumer Health Services
4280,13213,Community
4281,13211,Developer Tools
4282,13211,SaaS
4283,13211,Data Engineering
4284,13207,Fintech
4285,13207,Crypto / Web3
4286,13205,Developer Tools
4287,13205,Data Engineering
4288,13185,Generative AI
4289,13185,Crypto / Web3
4290,13185,Data Engineering
4291,13179,Developer Tools
4292,13179,Kubernetes
4293,13176,Fintech
4294,13176,SaaS
4295,13176,Logistics
4296,13175,Infrastructure
4297,13174,Fintech
4298,13172,Marketplace
4299,13172,Entertainment
4300,13172,Social
4301,13170,Fintech
4302,13170,HR Tech
4303,13169,Marketplace
4304,13169,Electronics
4305,13168,Developer Tools
4306,13168,DevSecOps
4307,13167,Satellites
4308,13167,Telecommunications
4309,13165,Fintech
4310,13165,Crypto / Web3
4311,13164,Education
4312,13164,B2B
4313,13164,Enterprise
4314,13151,Carbon Capture and Removal
4315,13151,SaaS
4316,13151,Climate
4317,13149,Fintech
4318,13149,Proptech
4319,13147,Developer Tools
4320,13147,Machine Learning
4321,13147,Community
4322,13147,Open Source
4323,13147,AI
4324,13145,SaaS
4325,13145,AI
4326,13144,Artificial Intelligence
4327,13144,Deep Learning
4328,13144,Developer Tools
4329,13143,Artificial Intelligence
4330,13143,Marketplace
4331,13143,E-commerce
4332,13141,Artificial Intelligence
4333,13141,Enterprise
4334,13141,Infrastructure
4335,13133,Health Tech
4336,13133,Healthcare
4337,13122,Logistics
4338,13122,Supply Chain
4339,13122,AI
4340,13121,Machine Learning
4341,13121,Construction
4342,13121,B2B
4343,13121,Proptech
4344,13121,API
4345,13120,Mental Health Tech
4346,13120,Consumer Health Services
4347,13119,Developer Tools
4348,13119,SaaS
4349,13119,Design Tools
4350,13118,Robotics
4351,13118,Health Tech
4352,13118,Medical Devices
4353,13118,AI
4354,13116,B2B
4355,13116,E-commerce
4356,13115,SaaS
4357,13109,Marketplace
4358,13109,Computer Vision
4359,13109,B2B
4360,13109,Advertising
4361,13109,AI
4362,13105,SaaS
4363,13105,Supply Chain
4364,13104,Generative AI
4365,13104,Sales
4366,13104,Marketing
4367,13104,SEO
4368,13102,SaaS
4369,13102,Analytics
4370,13101,Health Tech
4371,13101,Healthcare
4372,13101,AI
4373,13099,Mental Health Tech
4374,13099,Healthcare
4375,13099,Telemedicine
4376,13098,Developer Tools
4377,13098,Machine Learning
4378,13098,Open Source
4379,13096,Developer Tools
4380,13096,SaaS
4381,13096,B2B
4382,13096,Messaging
4383,13096,Analytics
4384,13088,SaaS
4385,13088,B2B
4386,13088,Data Engineering
4387,13085,Autonomous Trucking
4388,13085,Hard Tech
4389,13085,Robotics
4390,13084,Artificial Intelligence
4391,13084,Climate
4392,13084,Mining
4393,13083,Fintech
4394,13083,Real Estate
4395,13083,Latin America
4396,13081,Machine Learning
4397,13081,Synthetic Biology
4398,13081,Drug discovery
4399,13072,Fintech
4400,13067,Developer Tools
4401,13067,SaaS
4402,13058,SaaS
4403,13058,B2B
4404,13050,Marketplace
4405,13050,Creator Economy
4406,12974,Design
4407,12974,Design Tools
4408,12950,Fintech
4409,12950,Entertainment
4410,12871,Artificial Intelligence
4411,12831,Fintech
4412,12743,Healthcare
4413,12743,Insurance
4414,12743,Primary Care
4415,12742,FinOps
4416,12742,Finance
4417,12742,B2B
4418,12726,Health Tech
4419,12725,Marketplace
4420,12725,Consumer Health Services
4421,12725,Telemedicine
4422,12725,Mental Health
4423,12724,Cloud Workload Protection
4424,12724,Machine Learning
4425,12724,Analytics
4426,12724,Open Source
4427,12724,Data Engineering
4428,12638,Artificial Intelligence
4429,12638,Conversational AI
4430,12638,AI Assistant
4431,12581,Bioplastic
4432,12581,Synthetic Biology
4433,12581,Climate
4434,12581,ClimateTech
4435,13507,Fintech
4436,13503,Fintech
4437,13503,Marketplace
4438,13501,Mental Health Tech
4439,13484,Fintech
4440,13484,Proptech
4441,13475,Fintech
4442,13475,B2B
4443,13354,Fintech
4444,13354,B2B
4445,13341,Fintech
4446,13341,B2B
4447,13341,Retail
4448,13340,Consumer
4449,13340,India
4450,13340,Edtech
4451,13315,SaaS
4452,13315,Productivity
4453,13315,Calendar
4454,13238,Generative AI
4455,13238,SaaS
4456,13238,Design Tools
4457,13236,Fintech
4458,13236,Healthcare
4459,13236,Health Insurance
4460,13236,Insurance
4461,13219,Genomics
4462,13198,Air Taxis
4463,13198,Airplanes
4464,13198,Logistics
4465,13198,Climate
4466,13160,Scheduling
4467,13160,Logistics
4468,13157,Payments
4469,13157,API
4470,13156,Community
4471,13156,Social
4472,13146,Entertainment
4473,13146,Video
